start,end,text
4878560,4886080," please already? May I just have a defer? An alternative would be to extract this entire thing into a separate"
4886080,4892000," function and pass those things by reference. So that's one thing we can do."
4892000,4899040," So yeah. All right. So maybe, maybe let's, let's do that. So this is going to be this function."
4899040,4905520," So serve request. So, and in here, we're going to have just a client of d."
4906160,4914480," I'm going to serve the request. And I'm going to literally just grab this entire thing, like so."
4914480,4925360," Though, interestingly, so it does want, like the opening of the database, not really opening the"
4925360,4931840," database, but starting the transaction, so to speak. Starting of the transaction. I'm not sure how,"
4932800,4937760," yeah, we can actually close it somewhere there as well, inside of this thing."
4937760,4948240," Yeah, we can close it in here, but opening the socket has to be actually done outside in here."
4948240,4952560," Right. It has to be done outside in here. So we're opening the socket."
4953120,4963600," Then we do serve request. And this is the client of d. Right. And if something goes wrong in here,"
4963600,4972560," right, like inside of this function, we can just do return instead of continue. And it will"
4972560,4978560," automatically do the closing here and reset all of these things. But again, one of the things now we'll"
4978560,4984320," have to do is to pass all of these things by a reference, which might not be particularly convenient,"
4984320,4992240," but yeah, this is something that we have to do nonetheless. So log the queries. Yeah. So this is"
4992240,4998000," maybe I'm going to put that to do specifically in this function. We'll see, we'll see."
4999120,5007120," Yeah, C. If only C had defer, the life would have been much, much easier. So here's the, yeah,"
5007120,5013760," this is what I'm talking about. Request. So string buffer, string builder rather. It's a request."
5013760,5019840," I wonder if I can just do a little bit of Emacs magic by copy pasting all of these things and just"
5019840,5026480," combining them together and copy pasting them as the arguments. I think this is something that I can do."
5026480,5031440," I guess ready for a little bit of Emacs magic. Are you guys ready? Are you guys ready? So this is"
5031440,5038800," what we can do. A boom, a boom. And then we just combine all of these things together and we put them"
5038800,5050720," in here. And that's how we do them. Cool. So can your Vim do that? Can your Vim do that?"
5050720,5054480," Full stack overflow. Thank you so much for your time with the message. When will you come back to"
5054480,5063280," with Golang? I don't really know. So I have only one project active in Golang, which is the bot."
5063280,5071280," I may actually go back to developing something for the bot, but I don't know when, right? So I don't"
5071280,5081200," have any ETAs for you, unfortunately. So yeah, it is what it is. And it isn't what it isn't. I don't really write any new projects in Go."
5081200,5087680," Right. So, but that's the only one that I have in Go. So that means there is a chance for me programming in Go again."
5090400,5100880," But it's pretty slim, I would say. It is kind of slim. So what I want to do, I actually want to"
5100880,5107520," get rid of those things. Then this thing, boom. And then we can combine all of these things together."
5107520,5116080," Though I can do something like, you know, just put ampersands at the beginning, then this thing, and only then we can"
5116080,5123440," combine them like that. And now we can just pass them like this. Right. So as you can see here is the"
5123440,5129520," main loop of the server. We have some dynamic arrays, basically a little bit of a memory that is reused on"
5129520,5135360," each request. We accept the request. We serve the request, providing the pointers to all of these things."
5135360,5142800," Maybe all of these things should be grouped into a separate structure. So then you can just pass the"
5142800,5148080," pointer to that specific structure. Because I feel like all of these things I'll, yeah, I'm going to be"
5148080,5155120," using all the time. And things like request, response, body. Yeah. So that all of that has to be probably"
5155120,5160800," grouped together. But it is what it is for now. Right. We do the server the request. A server request can"
5160800,5166240," actually return out of this function earlier due to errors and stuff like that. That's intentional."
5166240,5171920," And then we properly close everything and we reset the memory so it can be reused on the next request."
5171920,5177440," So that's why I wanted to separate that into function. So it's a little bit easier because C."
5177440,5183760," Right. So if C just had a defer, I would put this entire step into defer and not think about it. Right."
5183760,5187840," So we'll put it somewhere at the beginning of the for loop. Right. And now we can."
5188640,5196160," So we can have like a limited defer in C. But it is what it is. It is a limited defer. So."
5196160,5204880," In fact, we probably need to actually have it right now. Because what we're doing in here,"
5204880,5213920," as you can see, we're do, you know, opening transaction and just committing it. So this one is going to be"
5213920,5223040," rather interesting. You know what, I think I'm going to put transaction outside of the server request."
5223760,5232000," Yeah. It's going to be outside of the server request. Opening transaction. Right. Opening the transaction"
5232000,5236000," and then closing the transaction. Like so."
5236000,5242240," That's pretty cool. I mean, committing transaction, not closing transaction."
5242240,5249600," So, accept the request. Transaction starts here. Serve the request. Transaction ends here. Closing the socket."
5249600,5255600," Stuff like that. Cool. And obviously, we'll probably have to drain the remaining requests and stuff like"
5255600,5262160," that. And then shut down the right end of the full duplex connection. Right. We're going to do that a"
5262160,5269920," little bit later. But first thing, I need to like fully separate this entire stuff. Okay. So, we're reading"
5270480,5280640," the buffer and on top of reading the buffer, we are appending it in here. So, we have to perform the read"
5280640,5288720," one more time. Right. And again, it could probably fail. Right. It could probably fail."
5292000,5301280," This code is extremely anal. And I hate it. You know what I should do instead? So, okay. Read may return"
5301280,5307200," either negative value indicating an error, either positive value indicating that it read something or"
5307200,5314880," zero indicated it reached end of file. So, what I should probably be doing in here, honestly, is"
5317200,5326720," essentially while n is greater than zero. Just keep appending this entire and keep reading it. Right."
5326720,5336960," So, that's much easier to do. Then, if at this point n became negative, that's an error. So, that reduces the"
5336960,5343040," amount of places where I have to, you know, report the error like only a single place. So, this is std error."
5343040,5351840," Error. Error. Could not read. Read request. And it's going to be s.str. Error. Error. No. And we can"
5351840,5359120," just return. So, interestingly, we can't indicate an error in this function. Maybe we don't even have to."
5359120,5364160," I think the server, the server loop that calls this function really doesn't give a shit whether it failed"
5364160,5372800," or not. I don't think it gives a shit. So, yeah. We're going to just return. We're going to just log and return."
5373040,5380240," So, that's about it. Anyways. So, then afterwards, we're loading all of the data. We're rendering"
5380240,5386640," everything and so on and so forth. Funnily enough, we're using return defer in here. Right. We're using"
5386640,5399840," return defer. And maybe that's fine. So, that just means we have to just return. Since we're not indicating an"
5399840,5405440," error, we have to just return in case of errors. So, the errors will be locked anyway. So, there's nothing"
5405440,5415600," to worry about, honestly, here. And in here, we just do break and we just have to return. Yeah. That's"
5415600,5424160," about it. I think that's basically it. We managed to extract the logic of a single request to a separate"
5424160,5430800," function, which is good. So, this is exactly what we want. All right. So, let me now do NOP. Let's"
5430800,5439040," actually rebuild this entire thing. So, what do we have in here? SB append. Oh, yeah. So, classical C"
5439040,5446080," situation. Right. So, now before request was a value. So, I had to take a pointer of it. Now, it's a pointer."
5446080,5452240," So, it's an extra pointer that I have to get rid of. So, and auto-dereferencing is not a thing in C."
5452240,5459440," Anyways, it is what it is and it isn't what it isn't. So, there's only one thing. And I probably have"
5459440,5467200," to do that for all of them. Right. So, now it is body. So, let me clearly replace body with just body."
5467200,5473280," And if I move it out back into that loop, I'll have to do the thing again. So, I'll have to append"
5473280,5480560," ampersands again. A lot of modern languages, they basically came up with a notion of auto-dereferencing"
5480560,5485760," for these specific cases. Right. So, if you have one pointer, it just like allows you to dereference"
5485760,5491200," one layer. So, you don't have to do this kind of stuff. Right. But again, we're talking about C."
5493280,5499520," Also, database. Right. So, another thing that you have to pass in here is SQLite3 database. This entire"
5499520,5508400," thing is begging for a context. Right. So, it is definitely begging for some sort of a context."
5508400,5514240," Maybe we can literally call this thing a serve context. Right. Serve context."
5516320,5531840," like this. Like this. And essentially, maybe I can just... Can your win do that? Can your win do that?"
5531840,5541040," So, and instead of this kind of shit, we can just do, you know, serve context. Context. That's why I"
5541040,5551440," like this thing. So, I think context is too long. Let's call it SC. Right. This is serve context."
5551440,5557200," And by the way, those things definitely should not be pointers anymore now. Right. So,"
5557200,5563760," because they're going to be stored by Valium. Right. Now, you don't need pointers. Exactly. Exactly,"
5563760,5573840," actually. Eggs. So, this is that. And now we... That's what I'm talking about. Right. Now,"
5573840,5580240," I have to do the opposite thing. Thank you, C. Very cool. I really appreciate you."
5582880,5590800," Like, I mean... And after that, people tell me that I'm somehow a fan of C. I fucking hate this language."
5590800,5597920," So, the only reason why I keep using it is because it actually filled like almost irreplaceable niche."
5597920,5604320," Right. With its simplicity. It's just... It's kind of annoying. Right. So, it's kind of annoying."
5606320,5612640," And the worst part is that the committee of system digitization is kind of not really that interested"
5612640,5620960," on improving this language. Right. So, I mean, they're kind of interested, but they're, I suppose,"
5620960,5628320," afraid to break something. Right. Because they have to, you know, keep the compatibility with C++ and stuff"
5628320,5634640," like that. And it's just like, yeah. Yeah. Yeah. Yeah. Yeah. So, what do we have in here? So, this is notifs."
5634640,5640160," And I suppose this is what we have now. Remind us. Remind us. Renders that."
5640160,5643520," Sc. Sc."
5643520,5654160," Sc. So, passing to parameter. Yeah. It has to be, has to be this. Uh-huh. So, what do we want in here? So,"
5654160,5663680," this is sc now. As, as, as, as, c. As, c. I'm just going to go through the compilation as,"
5663680,5678960," uh, just going through the compilation. Uh-ohs. Uh-ohs. Yeah. Yeah. Yeah. Yeah, yeah. So, here's the database"
5678960,5689200," and stuff like that. So, what we have to do is construct, uh, serve context, serve context sc."
5689200,5695840," And since all of that is zero initialized, we don't even have to put them in here. The only thing we"
5695840,5703520," have to specify is the DB. Like so. Boom. Yo. That is absolutely epic."
5704320,5714720," So, here's that. And now, I can just pass this like that. So, furthermore, uh, we can now reset"
5714720,5722720," the whole thing like this. We should not forget to reset a request here too. We can even factor this"
5722720,5728640," thing out into a separate function, which is something like a reset, like serve context reset."
5729360,5738960," Uh, so, essentially sc reset, which accepts serve context sc. And just does this thing"
5738960,5748400," here. So, we have a temporary allocator reset. And we're also going to have sc reset sc. So, and yeah,"
5748400,5758240," that just makes it much more easier. Uh, sc reset. Because I can add more things to the context. Um, and"
5759360,5765440," I don't have to modify the places where I pass the context. Yeah. I mean, the classical, you know,"
5765440,5773360," advantage of the context. Uh, that was bizarre. There we go. So, that's what we have. So, the code"
5773360,5779120," is evolving. That's how the code evolves. That's how the code evolves. And a statically tapped language"
5779120,5785120," actually checks if I pass things correctly. This kind of stuff is insanely difficult to do in dynamic"
5785120,5789440," languages like JavaScript or Python. They don't want you to do this kind of stuff."
5789440,5798160," Refactoring is super easy in statically typed languages. It is too goddamn for Canadian image."
5798160,5809520," Um, I'm not really sure if I really want to be crashing like that on database errors or anything at all."
5809520,5817680," Honestly, I think it's kind of too harsh. Um, so, for example, here I'm crashing on accept if accept fails."
5817680,5827200," Because this is unacceptable. But I mean, will accept fail in a normal situation? That's the real question."
5827200,5832320," Will it ever fail in a normal situation? I don't know. Let's take a look at the return values."
5832320,5837040," So, error handling. Linux accept. Passes already pending network errors"
5837040,5844240," on the new socket as an error code from accept. Okay. This behavior differs from the... Okay. Um..."
5844240,5854560," So, my question is: if accept has failed, does that mean that any consequent accepts will fail?"
5855440,5861680," I suppose it depends. Well, I mean, just because it can be, uh, non-blocking, the answer is no,"
5861680,5869680," right? Because you can have E again. Uh, so, default argument is writable. You can... You can fail on interrupt."
5869680,5878160," Yeah. So, why am I failing in here? I don't really know. I should probably just continue."
5879200,5887280," Uh, in this specific case. I should definitely just continue. Um, and now... So, for example,"
5887280,5895440," I can do the following thing. If, uh, transaction has failed, we're gonna skip the whole thing in here."
5895440,5901440," Which is a good idea, honestly. Right. So, you open the socket. You open the transaction,"
5901440,5906480," but transaction has failed. So, you want to skip this entire stuff. All right. And just close the socket,"
5906480,5914240," reset and stuff like that. Okay. So, serve request. Uh, we don't care if it failed or not. If it fails,"
5914240,5922080," it will log. So, we don't have to worry. Uh, then we do the commit. And if, even if it fails,"
5922080,5925360," even if committing this stuff fails, um..."
5925360,5933840," Yeah. I don't really know, uh, what we're gonna be doing. I suppose nothing. I think we should just, like,"
5934640,5940960," just let it fall through. I think that's reasonable. I think that's reasonable. So, that's, uh, that"
5940960,5946320," simplifies it dramatically. So, since this thing failed, it probably never opened anything. So,"
5946320,5951520," we don't even have to reset. Okay. I really like where it's all going. I really like where it's all"
5951520,5957760," going and how it slowly simplifies everything. This is very, very nice. Very, very nice. Very nice."
5958000,5964400," Very nice. Very nice. One thing we can do after receiving all of the requests and stuff like that,"
5964400,5970400," we can actually go ahead and print the request because I want to see what it looks like. Right."
5970400,5975280," So, let's go ahead and do that. We can do that with F right. Uh, I'm going to go to the main"
5976080,5988400," man, not main. F right. So, here it is. Uh, here it is. And let's put it in here. So, the request is located"
5988400,5999360," with, uh, what is that? Request items. So, then we do the size of a single request. It's going to be"
5999360,6004160," count and we're going to have only one buffer like this. So, I'm going to be outputting all of that into"
6004160,6011440," the STD out. Right. I just want to see a request. So, it'll probably, uh, also include, yeah, it's a C,"
6011440,6017920," some of the cookies that some of the local services set for my browser. So, we're going to leak some cookies."
6017920,6028160," Um, that sounds really funny. Leaking cookies. Not, not, not with I, not leaking cookies, but leaking."
6028800,6037760," You know what I'm talking about. No, not that verb. No difference. Yeah. Uh, all right. Let's, let's"
6037760,6044000," fucking go. So, this is going to be, uh, just a regular 6969. Uh, right. Now, I'm going to try to"
6044000,6048640," open this entire thing and nothing fucking happened because I'm actually using the wrong thing."
6048640,6058240," Okay. I apologize for that. Uh, right. So, I supposed to do a run and that runs this thing. Oh, I have"
6058240,6066320," I have, I have some database. Okay. So, I have a build system knob and when you run, uh, through"
6066320,6074320," run sub command, it actually runs store with a different home folder. It sets the build folder"
6074320,6081280," as the home folder that is needed so to not damage your production database."
6081280,6087440," Right. So, essentially, because I have a production database in the home, right. But then I develop"
6087440,6094160," something and I may, like, have, like, may make a mistake and I don't want to damage my database in"
6094160,6099600," the home. Because of that, if you run it through that, it will use only the database within the build."
6099600,6104560," Right. So, it's actually super convenient. So, it's sort of like a, uh, ch root in some sense, but it"
6104560,6109840," is purely based on environment variables. So, when I have a database in here already,"
6109840,6114640," which is good. So, that means I have something to test things with. So, I can do actually run serve"
6114640,6122800," and it will pass, yeah, it will pass this sub command in there and, uh, better docker. Yeah, it's"
6122800,6128080," actually closer to Nix in that sense, right. So, because Nix, it isolates the environment"
6128080,6136640," using not only ch root, right. I think it uses ch root, but also it uses sim links and environment"
6136640,6142800," variable. Actually, I don't think it uses ch root. Do we have any, any NixOS, uh, you know, users in the chat?"
6142800,6148960," How Nix isolates environments for the application? I think it's purely sim links and, uh, environment"
6148960,6158080," variables. I don't think it uses any other mechanisms. Um, not Nix only, no, I'm not talking about NIM."
6158080,6165840," I feel like it's only sim links and environment variables. Yeah. But anyways, so, I was actually"
6165840,6172000," trying to refresh the synthetic and nothing happens. Oh, something happens."
6172560,6182640," And we got those things. I see. So, do we have any cookies? No, there is no any cookies set into this"
6182640,6190240," browser for this specific thing. That's pretty cool. So, we got this entire thing, uh, and we can try to"
6190240,6198080," parse it at some point. Right. So, I, I'm actually kind of surprised why the fuck it's still waiting."
6198080,6206400," Look at that. This motherfucker's still waiting. I don't know why. Maybe it has something to do with what"
6206400,6220480," what we were doing. Uh, in the, um, try localhost. I don't think it has anything to do with localhost. It"
6220480,6236560," doesn't matter. Uh, right. Yeah."
6236560,6244720," So, uh, it tries to, uh, probably blocks. That's what's happening. Right. It probably blocks on this entire"
6244720,6253360," thing. All right. All right. All right. Uh, so, it performs the request. So, it's probably blocks on the"
6253360,6254800," reading here."
6254800,6268240," So, Premoistin, thank you so much for, um, for the prime with the message. How are you doing?"
6268240,6274240," How are you going, dad? How are you doing? I'm sorry. Uh, failing to read English texts. So,"
6274240,6279840," but wait a second. I'm not your dad. I forgot for a second. I'm not your dad, but thank you so much for,"
6279840,6290560," for the TwitchBank. Ah, right. So, it blocks here until it reads everything. And how can I stop it from"
6290560,6307440," blocking? I can make it non-blocking. That's one thing we can do. Or I don't even know. I don't even know."
6307440,6317600," One of the things we can do is if we kind of encounter the new line, the double new line,"
6317600,6326640," we can just close reading. Right. So, I'm pretty sure if I do something stupid, um,"
6329360,6339600," yeah. So, we should like every time we receive a chunk, we receive a chunk, we need to advance sort"
6339600,6351680," of like verification of the, of the headers. Um, yeah. So, we should advance verification of the headers."
6353440,6361760," And how can we even do that? If you think about the request, if you think about the request,"
6361760,6370640," so you have a status line, right? So, status line, which is /r/n, then you have a header,"
6370640,6378400," right? Header, header, header, header, header. And then at the end, you get, you get the final, this thing."
6379760,6390160," So, um, if you basically straighten up, uh, all that stuff into the bytes, right?"
6394720,6406160," The end of the header is this, right? Essentially, uh, as we append things into the request,"
6406160,6410720," we can maintain some sort of a cursor, right? So, we can maintain some sort of a cursor."
6410720,6419120," And we can just look specifically for this part in the request. As soon as we get this part somewhere in"
6419120,6431040," the request, um, we can, yeah, we can quite simply say, okay, don't read any further. Um, yeah. So,"
6431040,6439920," we append this thing, right? So, we append this thing. And then, um, what do we do? Right."
6442160,6452000," Uh, while cursor, it starts, this cursor starts from zero. And while cursor is less than the request count,"
6452000,6462640," right? Then the request count, we're going to be just checking if sc request items plus the cursor,"
6464640,6475920," but minus the width. What I want to do, actually, I want to kind of convert this thing to string view."
6475920,6482560," I'm taking the request, I'm converting it to string view, and then I want to chop up until the cursor,"
6482560,6488800," right? I want to do something like chop, not by delimiter though, but until the cursor, right? Chop n."
6489680,6500480," Though, um, we can just have something like this, and we can do items, actually, data plus the cursor,"
6500480,6511280," count minus the cursor. And that kind of gives us the thing, which we can then, uh, verify if it starts"
6511280,6521680," with something. Where is my knob? Uh, SV starts or starts with, is it starts with prefix? Do I have any prefix?"
6521680,6527760," I don't have any, anything that checks whether it starts from something. So, there is an end with,"
6527760,6537200," um, which is, I guess, is useful, but there is no starts with. Are you for real? Um, I think I don't have"
6537200,6542320," this function. I think I didn't port it, so there's an end with, uh, where there is no start with."
6542320,6551120," I guess we need to add it super quick, so I'll just go ahead and do that. Um, so let me see,"
6551120,6559120," let me see, so here is that. Starts with, yeah, so I need this function, essentially."
6561280,6568560," Um, so let's actually put it to maybe somewhere here. Yeah, I don't, I don't have it. Starts with,"
6568560,6575040," yeah, it's, it's literally one single function here. So it has to be actually knob, uh, and all of that"
6575040,6585840," is a knob. And here is expected prefix, which is fine. Uh-huh. So this is another one."
6588400,6602160," knob sv from parts, knob equal. Okay. And we need to add this thing to the prefix stripper, like this. So this is"
6602160,6616400," going to be a start, like so. So it should exist now, hopefully. So if, um, sv starts with, so sv starts with,"
6616400,6626240," uh, slash r, slash n, slash r, slash n, because that's what we're looking for. But this thing has to be"
6626240,6638800," this string view, sv to, as, um, I think it's from, yeah, from system. We may even do something like from"
6638800,6644480," parts and just hard code for, because I think it's going to be faster. As soon as this thing starts,"
6644480,6652240," uh, with the, like, with this stuff, uh, we know that we reached the end and we should not"
6652240,6660800," read for anything further. So, because we finally reached this final thing. Uh, and by the way,"
6660800,6667200," uh, maybe I can just leave it on the string view, but I don't think it's a good idea."
6667200,6673040," Yeah. Right. And if it's not, we need to keep increasing the, the cursor. We keep increasing"
6673040,6683600," the cursor. All right. So we're constructing, uh, so maybe I can actually merge together these three"
6683600,6693120," lines into a single line by doing something like sv from parts, from parts where the first part is the"
6693120,6702960," request on the items, but plus the cursor. And then the request count, uh, count minus the cursor."
6702960,6709120," And the cursor is not greater than the count because we explicitly checked it in here. So this is basically"
6709120,6714800," what we have in here. And then we check that this specific thing starts with this specific thing."
6715440,6725040," Um, which is, which means that I can easily inline this part like so, uh, you see, I can align it like so."
6725040,6733440," And what's funny is that this part actually, what the fuck is this, actually never changes."
6734320,6743600," So we can call it something like suffix and we can put it in here. String view suffix like that. So it's"
6743600,6752880," constant. And that's the only thing we have in here. Um, and that's the funny part. That's the funny part."
6752880,6760160," So as soon as you have this situation, you have to indicate somehow that this is an end."
6761040,6774880," Um, so what we can do, we can do something like finish false while n is greater than zero and not finish."
6774880,6788000," We append to this entire thing. Then we verify everything while not finish, obviously, while not finish."
6788800,6793840," But as soon as we have this kind of situation, it is finish."
6793840,6796720," That's right."
6796720,6799920," So that's what we're doing here."
6799920,6808240," It is finish. And so that means we can break out of this entire stuff."
6808240,6812720," I think that's a pretty reasonable thing to do."
6817200,6824720," So here is the suffix, here is the finish while not finish. We keep appending, then keep verifying, keep verifying."
6824720,6831200," We can even merge these things and these things, but use by using four, uh, like so."
6831200,6836400," So now it's a cursor plus one. So it's even simpler than that."
6839840,6847520," So this is a finish. What's funny is that it it will still block anyway, right? It will still block anyway."
6847520,6854640," Which is rather funny. So we need to try to read at least once."
6854640,6861360," All right. We need to try to read at least once, which means that maybe we want to do something like do while."
6862400,6866800," um, essentially we try to read at least once."
6866800,6881920," Um, if it, if it fails, if n is less and is less than zero, we just break out of this entire loop and break out of this entire loop."
6881920,6890320," Uh, while not finish. But if it's fine, maybe even equal to zero."
6890320,6901440," Uh, but if it's fine, we append this entire thing, advance the verification, advance the verification and continue to here."
6901440,6906800," But that also kind of means that we have to put this stuff, uh, like this."
6906800,6910080," Yeah. Because it needs to be available in here."
6910080,6912160," That's pretty cool."
6912160,6916080," Uh, yep."
6916080,6918320," That's basically what we have in here."
6918320,6926560," So we read once if it's finished or errored, we break out. And if it was an error, we do that."
6926560,6932560," We append this thing, we advance verification, checking until we encounter this thing."
6932560,6936400," And if it's still not finished, we try again and again and again."
6936400,6941840," So as soon as we encounter this thing, we're not going to even try to do another read."
6941840,6943600," Otherwise we're going to, we're going to block."
6943600,6946400," Uh, did we F a little bit?"
6946400,6950160," Uh, okay. So it looks like we F'd, but now we're back."
6950160,6951840," Chad, are we back? I think we're back."
6951840,6955600," Uh, oh, so we're already back. I can see that."
6955600,6956320," Okay. Okay. Cool."
6956320,6961040," Um, yeah. So that's, that's the final loop that I came up with."
6961040,6965600," Uh, um, so after several iterations on it, right."
6965600,6971680," We long back here. Okay. So I was too focused on my code."
6971680,6973040," Sorry."
6973040,6975840," Uh, I was locked in."
6975840,6979440," So SV starts with, uh, it's not declared."
6979440,6984160," Okay. So I think I added this thing, but I forgot to forward declare it somewhere, somewhere."
6984720,6985920," Let me quickly do that."
6985920,6987440," Yeah. I forgot to forward declared."
6987440,6992240," Uh, so here is one place and then where is SV starts with."
6992240,6993600," So here's another one."
6993600,6995040," Uh huh."
6995040,6997280," Oh, this one is interesting."
6997280,7001280," Like ends with, but it's a sister, but then starts with, but it's expected prefix."
7001840,7007440," But anyway, um, but I mean, it's a string view."
7007440,7010800," So this one is a sister and this is a string view, which is not particularly great."
7010800,7013040," Uh, but it is what it is."
7013040,7014240," Um, okay."
7014240,7015280," So that's what we have in here."
7015280,7020720," One semicolon, uh, and another semicolon."
7020720,7022320," Well, you're still complaining about this shit."
7022320,7024000," What the fuck, brother, brother."
7024000,7027120," Uh, I can do no, but if that's what you want."
7028560,7028960," Okay."
7028960,7032320," Uh, bro, bro, bro."
7032320,7033840," Do I include?"
7033840,7034320," Yes."
7034320,7036800," It, it even strips the prefixes."
7036800,7037680," What did I forget?"
7038400,7042400," Um, so starts with, okay."
7042400,7043520," Sure."
7043520,7045520," All right."
7045520,7046640," So what do we have?"
7046640,7048320," Um, seems to be compound."
7048320,7050320," Okay."
7050320,7050720," Okay."
7050720,7051120," Okay."
7051120,7053680," So let's split everything."
7053680,7058720," And now I'm going to try to do nob run server."
7065120,7068240," That was absolutely fucking epic, mate."
7068240,7070480," That was absolutely fucking epic."
7070480,7072880," Uh, right."
7072880,7074160," That was easy, actually."
7074160,7074960," That was easy."
7074960,7079520," So we're just like, you know, receiving until we get that four bytes."
7079520,7083120," Uh, and yeah, that's it."
7083120,7084160," That's it."
7084160,7084960," That's it."
7084960,7088320," So, but what if we never actually, you know, get that?"
7088320,7092880," But again, it's a local scuffed implementation of HTTP anyway."
7093600,7097360," So who cares in all honesty, right?"
7097360,7099040," It's a scuffed implementation anyway."
7099040,7103520," Uh, so we're slowly kind of verifying and stuff like that."
7103520,7111920," Uh, maybe the time has come to also, um, do this thing where after serving,"
7111920,7114720," we do shut down, right?"
7114720,7117760," The proper shut down and also drain everything."
7117760,7121600," So let me take a look at the, uh, you know, experiment code that we've been using."
7121600,7121840," Right."
7121840,7122480," So what was that?"
7122480,7123120," What was that?"
7123120,7124320," You don't know TCP."
7124320,7127440," Uh, and yeah, so this is what I want to have in here."
7127440,7131920," So we wrote whatever we were trying to write."
7131920,7134960," And then we're going to be shutting down that specific socket."
7138560,7142400," So it's a client FD, uh, shut W, R."
7142400,7144720," Then we're going to be draining."
7144720,7147280," Like your mom's been training much."
7147280,7150320," Sorry."
7150320,7152080," So, uh,"
7152080,7156880," now, uh,"
7160400,7160640," sure."
7160640,7160640," Sure."
7160640,7160960," What?"
7160960,7162160," Nothing, nothing, nothing."
7162160,7165600," Uh, we need some sort of a buffer."
7165600,7167920," We need some sort of a buffer."
7167920,7169520," I can put some buffer in here."
7169520,7173760," Char buffer, uh, 96."
7173760,7178480," So that's the buffer size of buffer."
7178480,7182560," Uh, and if it fails,"
7182560,7186560," honestly, we just break out of the loop."
7187760,7191520," Um, yeah."
7191520,7192080," So whatever."
7192080,7194800," So just break out of the loop."
7194800,7196080," Even if it fails."
7200480,7207360," We can even do do while res greater than zero."
7207360,7212160," We probably even."
7212160,7212400," Yeah."
7212400,7214880," This is the stupidest thing about do while."
7214880,7219600," Uh, I think while cannot see res in here."
7219600,7223040," I think, I think while cannot see it."
7223040,7224000," Yeah."
7224000,7228720," I mean, this is a client of D of course, but that's besides the point."
7229920,7231440," We can put this thing in here, but."
7231440,7246240," Like I, I think I saw an entire freaking article on the internet saying that how it is freaking"
7246240,7250000," unsolved computer science problem to add defer to see."
7250000,7252400," Can we fix that at least?"
7252400,7256080," Or is that also, you know, an unsolved computer science problem?"
7258480,7262000," It feels like adding anything to see is just, it's, it's impossible."
7262000,7263440," It's an unsolved problem, right?"
7263440,7265600," Just don't even try to do that."
7265600,7267840," Um, okay."
7267840,7270880," So this is our basically close sequence, right?"
7270880,7272560," So let's take, let's take a look at it again."
7272560,7275760," Accept successful open transaction."
7275760,7279440," If transaction was opened successfully, we serve the request."
7279440,7280880," It may fail for whatever reason."
7280880,7281520," Doesn't matter."
7281840,7287920," Uh, we do the commit and then we do this shutdown sequence where we close the right."
7287920,7289280," Uh, right."
7289280,7290160," And then do the thing."
7290160,7291360," Maybe we can do while."
7291360,7291680," Right."
7291680,7293360," So that's a, not a bad idea."
7293360,7294880," Uh, let's give it a try."
7294880,7302400," So we can do something like while, um, while this thing is greater than zero and just that."
7302400,7304720," That's, um, sure."
7304720,7309520," So while it's greater than zero and then we just close that."
7309520,7312320," That actually makes it even, even simpler."
7312320,7318320," So shutting down, draining, closing."
7318320,7323680," Shutting down, draining, closing, shutting down, draining, closing."
7329680,7330240," Looks good."
7330240,7334400," So if any of these operations fail, we kind of don't care."
7334400,7334640," Right."
7334640,7336800," So because it's already closing of the circuit."
7336800,7338080," So we really don't care."
7338080,7341360," Uh, if read fails, we also kind of don't care."
7341360,7345840," It's just like do as many things as possible and hope that, you know, it's going to be fine."
7345840,7351120," Um, so we inside of this entire thing."
7356640,7366800," And in here, in this specific case, we may try to finally parse, uh, finally parse the request."
7366800,7368320," Okay."
7368320,7373440," So let me try to, uh, compile this entire stuff and I'm going to refresh it once."
7373440,7375200," Okay."
7375200,7377040," I can refresh it as many times as I want."
7377040,7378240," And it seems to be working."
7378240,7379440," Cool."
7379440,7380240," That is very cool."
7380240,7385440," So now, uh, I, I want to turn the request into the string view."
7385440,7391920," So this becomes request, uh, SB to SV, SC request."
7391920,7394560," So now I have the request like this."
7394560,7399360," I can now try to extract status line out of the request."
7399360,7403040," I can do that by, uh, chop by delimiter."
7403680,7404080," Right."
7404080,7410080," And, um, essentially it's going to be request and delimiter is going to be slash n."
7410080,7410320," Right."
7410320,7411680," So this is slash n."
7411680,7415280," After that, I would like to maybe trim, uh, the SV."
7415280,7417360," Right."
7417360,7418320," So let's kill that."
7418320,7419920," Uh, it doesn't never start."
7419920,7421760," So we have a status line."
7421760,7425120," And the thing I want to do in here is I want to print the status line."
7425120,7434160," So status line like so is SV FMT slash n SV arg status line like this."
7434160,7437360," Uh, so shutting down works properly."
7437360,7437680," Right."
7437680,7439200," More or less."
7439200,7440400," Yeah."
7440400,7442160," So here's our status line."
7442160,7444400," Kind of cool."
7444400,7445120," Kind of epic."
7445120,7445600," Is it not?"
7445600,7446160," I think it is."
7446160,7452160," So, uh, within the status line, we may have a method."
7452160,7452480," Right."
7452480,7454480," So how can we even do that?"
7454480,7465280," So string view methods, um, SV chop by delimiter status line space."
7465280,7468400," And we also want to trim the whole thing."
7468400,7470800," We're trimming the whole thing."
7470800,7472080," So here's the method."
7475360,7475840," Method."
